OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
3699,3699,5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",-119.421841999999998,36.636637999999998,36.636637999999998,-119.421841999999998,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.349999999999994,4849.100000000000364,No,0,74,3723,,1084,29633.515259242274624,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3700,3700,0320-DWVTU,1,United States,California,Riverdale,93656,"36.452211, -119.94575",-119.945750000000004,36.452210999999998,36.452210999999998,-119.945750000000004,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.500000000000000,5424.250000000000000,No,0,23,4754,,1525,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3701,3701,9135-MGVPY,1,United States,California,Sanger,93657,"36.819628, -119.440414",-119.440414000000004,36.819628000000002,36.819628000000002,-119.440414000000004,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.700000000000003,5878.899999999999636,No,0,70,5345,,1085,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3702,3702,1212-GLHMD,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",-120.153392999999994,36.600192999999997,36.600192999999997,-120.153392999999994,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.049999999999997,244.849999999999994,No,0,37,2500,,206,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3703,3703,7878-JGDKK,1,United States,California,Selma,93662,"36.545322, -119.642281",-119.642280999999997,36.545321999999999,36.545321999999999,-119.642280999999997,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.549999999999997,220.750000000000000,No,0,45,2124,,207,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3704,3704,1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",-119.001020999999994,37.222999999999999,37.222999999999999,-119.001020999999994,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.849999999999994,4261.199999999999818,No,0,52,5314,,1086,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3705,3705,6614-YWYSC,1,United States,California,Sultana,93666,"36.545353, -119.338535",-119.338534999999993,36.545352999999999,36.545352999999999,-119.338534999999993,Male,Yes,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.000000000000000,1501.750000000000000,No,0,78,6421,,637,16234.639272327311119,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3706,3706,9588-OZDMQ,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",-119.348267000000007,36.993665999999997,36.993665999999997,-119.348267000000007,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.000000000000000,89.750000000000000,No,0,60,5225,,209,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3707,3707,6476-EPYZR,1,United States,California,Wishon,93669,"37.287758, -119.548156",-119.548156000000006,37.287757999999997,37.287757999999997,-119.548156000000006,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.500000000000000,255.500000000000000,No,0,65,2891,,642,27664.548656484024832,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3708,3708,1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",-119.202676999999994,36.719141000000000,36.719141000000000,-119.202676999999994,Female,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.450000000000003,2509.250000000000000,No,0,74,5823,,210,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3709,3709,6620-HVDUJ,1,United States,California,Fresno,93701,"36.749403, -119.787574",-119.787574000000006,36.749403000000001,36.749403000000001,-119.787574000000006,Male,No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.450000000000003,1440.750000000000000,No,0,56,5095,,214,6215.594891426659160,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3710,3710,1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",-119.762632999999994,36.768774000000001,36.768774000000001,-119.762632999999994,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.450000000000003,5333.350000000000364,No,0,67,5071,,211,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3711,3711,7641-TQFHN,1,United States,California,Fresno,93704,"36.799648, -119.801247",-119.801247000000004,36.799647999999998,36.799647999999998,-119.801247000000004,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.549999999999997,3895.349999999999909,No,0,71,3124,,1090,9010.530567864690966,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3712,3712,1552-TKMXS,1,United States,California,Fresno,93705,"36.78724, -119.827813",-119.827813000000006,36.787239999999997,36.787239999999997,-119.827813000000006,Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.350000000000001,869.899999999999977,No,0,69,2127,,1090,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3713,3713,8622-ZLFKO,1,United States,California,Fresno,93710,"36.822715, -119.761826",-119.761825999999999,36.822715000000002,36.822715000000002,-119.761825999999999,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.750000000000000,512.250000000000000,No,0,54,4297,,1532,10564.998404301162736,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3714,3714,6188-UXBBR,1,United States,California,Fresno,93720,"36.878709, -119.7645",-119.764499999999998,36.878709000000001,36.878709000000001,-119.764499999999998,Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.250000000000000,814.750000000000000,No,0,25,4411,,1531,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3715,3715,2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",-119.783786000000006,36.732694000000002,36.732694000000002,-119.783786000000006,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.050000000000001,388.600000000000023,No,0,20,2782,,214,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3716,3716,5702-SKUOB,1,United States,California,Fresno,93722,"36.78979, -119.929894",-119.929894000000004,36.789790000000004,36.789790000000004,-119.929894000000004,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.600000000000001,93.450000000000003,No,0,66,4580,,1092,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3717,3717,1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",-119.741321999999997,36.623632000000001,36.623632000000001,-119.741321999999997,Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.799999999999997,1389.849999999999909,No,0,66,2563,,640,20201.413836328247271,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3718,3718,6061-GWWAV,1,United States,California,Fresno,93726,"36.793601, -119.761131",-119.761131000000006,36.793601000000002,36.793601000000002,-119.761131000000006,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.200000000000003,2894.550000000000182,No,0,56,5365,,1532,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3719,3719,0679-TDGAK,1,United States,California,Fresno,93727,"36.751489, -119.68072",-119.680719999999994,36.751488999999999,36.751488999999999,-119.680719999999994,Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.500000000000000,4025.599999999999909,No,0,21,5141,,649,21813.758328623349371,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3720,3720,6585-WCEWR,1,United States,California,Fresno,93728,"36.757345, -119.818274",-119.818274000000002,36.757345000000001,36.757345000000001,-119.818274000000002,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.350000000000001,1354.400000000000091,No,0,41,4949,,1090,11270.223155822799527,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3721,3721,9067-YGSCA,1,United States,California,Salinas,93901,"36.64152, -121.622188",-121.622187999999994,36.641520000000000,36.641520000000000,-121.622187999999994,Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.050000000000001,1856.400000000000091,No,0,21,4467,,1093,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3722,3722,9067-SQTNS,1,United States,California,Salinas,93905,"36.667794, -121.601306",-121.601305999999994,36.667794000000001,36.667794000000001,-121.601305999999994,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.600000000000001,926.000000000000000,No,0,44,2471,,1093,11414.640570067835142,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3723,3723,1776-SPBWV,1,United States,California,Salinas,93907,"36.77462, -121.664714",-121.664714000000004,36.774619999999999,36.774619999999999,-121.664714000000004,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.100000000000001,682.100000000000023,No,0,21,2272,,652,20955.668056525155407,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3724,3724,8735-SDUFN,1,United States,California,Salinas,93908,"36.624338, -121.615669",-121.615668999999997,36.624338000000002,36.624338000000002,-121.615668999999997,Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.300000000000001,1778.700000000000045,No,0,55,4397,,1534,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3725,3725,9668-PUGNU,1,United States,California,Big Sur,93920,"36.092975, -121.549826",-121.549825999999996,36.092975000000003,36.092975000000003,-121.549825999999996,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.500000000000000,1816.200000000000045,No,0,38,4058,,215,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3726,3726,9405-GPBBG,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",-121.922239000000005,36.554617999999998,36.554617999999998,-121.922239000000005,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.500000000000000,7069.250000000000000,No,0,64,5718,,1535,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3727,3727,1926-QUZNN,1,United States,California,Carmel,93923,"36.460611, -121.852507",-121.852507000000003,36.460611000000000,36.460611000000000,-121.852507000000003,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.250000000000000,1841.200000000000045,No,0,36,4551,,216,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3728,3728,7016-NVRIC,1,United States,California,Chualar,93925,"36.596271, -121.442274",-121.442273999999998,36.596271000000002,36.596271000000002,-121.442273999999998,Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.099999999999994,2656.699999999999818,No,0,55,3553,,1536,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3729,3729,5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",-121.396719000000004,36.525880000000001,36.525880000000001,-121.396719000000004,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.750000000000000,1689.450000000000045,No,0,34,3519,,1536,28938.636345996135788,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3730,3730,9565-AXSMR,1,United States,California,Greenfield,93927,"36.248708, -121.386617",-121.386617000000001,36.248708000000001,36.248708000000001,-121.386617000000001,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.199999999999999,1054.750000000000000,No,0,78,4203,,1537,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3731,3731,8869-LIHMK,1,United States,California,King City,93930,"36.220761, -120.980777",-120.980777000000003,36.220761000000003,36.220761000000003,-120.980777000000003,Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.099999999999994,7334.050000000000182,No,0,78,5213,,218,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3732,3732,0447-RXSGD,1,United States,California,Monterey,93940,"36.362741, -121.869685",-121.869685000000004,36.362741000000000,36.362741000000000,-121.869685000000004,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.650000000000006,2404.849999999999909,No,0,47,5207,,216,36080.767339815574815,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3733,3733,4927-WWOOZ,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",-121.926417000000001,36.618336999999997,36.618336999999997,-121.926417000000001,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.450000000000003,171.449999999999989,No,0,32,4889,,1095,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3734,3734,5788-YPOEG,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",-121.944815000000006,36.587496999999999,36.587496999999999,-121.944815000000006,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.750000000000000,2839.449999999999818,No,0,51,2020,,221,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3735,3735,0661-KBKPA,1,United States,California,Seaside,93955,"36.625114, -121.823565",-121.823565000000002,36.625114000000004,36.625114000000004,-121.823565000000002,Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.750000000000000,3942.449999999999818,No,0,73,5052,,1096,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3736,3736,9081-WWXKP,1,United States,California,Soledad,93960,"36.414216, -121.360597",-121.360596999999999,36.414216000000003,36.414216000000003,-121.360596999999999,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.250000000000000,873.399999999999977,No,0,38,2070,,1537,60834.379776061534358,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3737,3737,0784-ZQJZX,1,United States,California,Spreckels,93962,"36.624641, -121.647195",-121.647194999999996,36.624640999999997,36.624640999999997,-121.647194999999996,Male,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.899999999999999,1529.650000000000091,No,0,72,5730,,1534,9287.063837473948297,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3738,3738,3133-PZNSR,1,United States,California,Belmont,94002,"37.509366, -122.306132",-122.306132000000005,37.509366000000000,37.509366000000000,-122.306132000000005,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.750000000000000,6991.600000000000364,No,0,46,4054,,222,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3739,3739,0722-SVSFK,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",-122.407991999999993,37.455669999999998,37.455669999999998,-122.407991999999993,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.400000000000006,715.000000000000000,No,0,56,5041,,1098,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3740,3740,3612-YVGSJ,1,United States,California,La Honda,94020,"37.285677, -122.224165",-122.224164999999999,37.285677000000000,37.285677000000000,-122.224164999999999,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.449999999999999,1681.599999999999909,No,0,77,4742,,224,13294.397308995585263,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3741,3741,9825-YCXWZ,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",-122.263080000000002,37.266387999999999,37.266387999999999,-122.263080000000002,Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.099999999999994,4016.199999999999818,No,0,38,2227,,224,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3742,3742,5397-NSKQG,1,United States,California,Los Altos,94022,"37.349546, -122.134356",-122.134355999999997,37.349545999999997,37.349545999999997,-122.134355999999997,Male,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.899999999999999,3281.650000000000091,No,0,62,5281,,225,12062.730745600894807,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3743,3743,8565-HBFNN,1,United States,California,Los Altos,94024,"37.352911, -122.093002",-122.093001999999998,37.352910999999999,37.352910999999999,-122.093001999999998,Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.200000000000003,7317.100000000000364,No,0,51,5935,,225,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3744,3744,2000-DHJUY,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",-122.183762000000002,37.449551000000000,37.449551000000000,-122.183762000000002,Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.200000000000003,6474.449999999999818,No,0,44,5264,,662,5966.209290077705191,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3745,3745,8670-ERCJH,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",-122.215844000000004,37.369709000000000,37.369709000000000,-122.215844000000004,Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.400000000000006,8164.100000000000364,No,0,56,6347,,1542,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3746,3746,7758-UJWYS,1,United States,California,Millbrae,94030,"37.601248, -122.403099",-122.403098999999997,37.601247999999998,37.601247999999998,-122.403098999999997,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.549999999999997,1325.849999999999909,No,0,31,3897,,1101,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3747,3747,2050-ONYDQ,1,United States,California,Montara,94037,"37.540582, -122.509594",-122.509594000000007,37.540582000000001,37.540582000000001,-122.509594000000007,Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.000000000000000,1654.849999999999909,No,0,72,5352,,1101,37957.824673194903880,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3748,3748,7055-JCGNI,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",-122.502311000000006,37.515555999999997,37.515555999999997,-122.502311000000006,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.950000000000003,7795.949999999999818,No,0,25,4182,,1098,35025.527817965696158,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3749,3749,0739-UUAJR,1,United States,California,Mountain View,94040,"37.380662, -122.086022",-122.086022000000000,37.380662000000001,37.380662000000001,-122.086022000000000,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.799999999999997,3952.449999999999818,No,0,28,4954,,226,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3750,3750,4826-DXMUP,1,United States,California,Mountain View,94041,"37.388349, -122.075299",-122.075299000000001,37.388348999999998,37.388348999999998,-122.075299000000001,Male,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.099999999999994,2495.150000000000091,No,0,45,5510,,226,4211.568020131146113,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3751,3751,7285-KLOTR,1,United States,California,Pacifica,94044,"37.573633, -122.455167",-122.455167000000003,37.573633000000001,37.573633000000001,-122.455167000000003,Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.849999999999994,876.750000000000000,No,0,55,2495,,1101,18115.301031891380262,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3752,3752,0654-PQKDW,1,United States,California,Pescadero,94060,"37.22565, -122.297533",-122.297533000000001,37.225650000000002,37.225650000000002,-122.297533000000001,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.750000000000000,4263.449999999999818,No,0,24,4133,,228,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3753,3753,7175-NTIXE,1,United States,California,Redwood City,94061,"37.461251, -122.235414",-122.235414000000006,37.461250999999997,37.461250999999997,-122.235414000000006,Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.150000000000006,1992.950000000000045,No,0,32,3955,,1544,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3754,3754,7963-SHNDT,1,United States,California,Redwood City,94062,"37.410567, -122.297152",-122.297151999999997,37.410567000000000,37.410567000000000,-122.297151999999997,Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.100000000000001,1982.099999999999909,No,0,52,4247,,1102,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3755,3755,9796-BPKIW,1,United States,California,Redwood City,94063,"37.499411, -122.196318",-122.196318000000005,37.499411000000002,37.499411000000002,-122.196318000000005,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.950000000000003,562.700000000000045,No,0,47,2939,,1545,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3756,3756,0188-GWFLE,1,United States,California,Redwood City,94065,"37.527497, -122.230941",-122.230941000000001,37.527496999999997,37.527496999999997,-122.230941000000001,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.050000000000001,33.700000000000003,No,0,59,4978,,1545,14316.221118190851485,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3757,3757,8129-GMVGI,1,United States,California,San Bruno,94066,"37.624436, -122.430661",-122.430661000000001,37.624436000000003,37.624436000000003,-122.430661000000001,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.050000000000001,1090.099999999999909,No,0,59,5172,,229,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3758,3758,2882-DDZPG,1,United States,California,San Carlos,94070,"37.497915, -122.267361",-122.267360999999994,37.497914999999999,37.497914999999999,-122.267360999999994,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.449999999999999,227.449999999999989,No,0,76,4862,,222,12016.255654772159687,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3759,3759,3547-LQRIK,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",-122.341443999999996,37.331761999999998,37.331761999999998,-122.341443999999996,Female,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.899999999999999,1250.849999999999909,No,0,47,2382,,1102,31439.149293087175465,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3760,3760,9137-NOQKA,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",-122.426468000000000,37.654435999999997,37.654435999999997,-122.426468000000000,Male,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.199999999999999,37.200000000000003,No,0,24,4577,,230,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
3761,3761,5843-TTHGI,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",-122.020455999999996,37.378540999999998,37.378540999999998,-122.020455999999996,Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.000000000000000,892.700000000000045,No,0,49,4952,,231,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3762,3762,1849-RJYIG,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",-122.037311000000003,37.351100000000002,37.351100000000002,-122.037311000000003,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.000000000000000,487.750000000000000,No,0,29,5862,,231,11127.179946726000708,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
3763,3763,8868-GAGIO,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",-122.009613000000002,37.421633000000000,37.421633000000000,-122.009613000000002,Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.549999999999997,3713.949999999999818,No,0,44,3289,,1547,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
3764,3764,4061-UKJWL,1,United States,California,San Francisco,94102,"37.7795, -122.419233",-122.419233000000006,37.779499999999999,37.779499999999999,-122.419233000000006,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.450000000000003,141.699999999999989,No,0,72,3666,,232,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
